mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_118689,CCOC1(C)C(C)C1C,1.98445,1.1818,1.05676,0.9525,90.0,-0.2321,0.0795,0.3116,1403.7533,0.225787,-389.484613,-389.47321,-389.472265,-389.520813,41.728
gdb_124061,c1c2c(n[nH]1)COC=N2,3.86396,1.63843,1.15889,1.5113,69.79,-0.214,-0.0025,0.2116,963.5205,0.105268,-432.89361,-432.887027,-432.886083,-432.925906,24.745
gdb_20526,CC(=O)n1cccn1,4.87757,1.74876,1.29747,1.5086,65.71,-0.2621,-0.0432,0.2189,888.6133,0.108302,-378.775458,-378.768468,-378.767523,-378.807022,25.193
gdb_52721,CC#CC(C)OCC#N,3.03614,0.68509,0.5783,4.8432,83.49,-0.2587,0.0031,0.2617,1891.2894,0.143825,-401.922343,-401.911442,-401.910498,-401.961236,36.108
gdb_10959,CCN1CC2(O)CC12,5.18323,1.29299,1.16312,1.9205,72.33,-0.2031,0.0783,0.2814,1081.1803,0.164445,-365.008695,-365.000448,-364.999504,-365.041028,31.474
gdb_116943,CCCC#CCC(=O)N,4.77651,0.53509,0.49164,3.0778,85.81,-0.2382,0.0299,0.2681,2252.723,0.168248,-403.165066,-403.153736,-403.152792,-403.206007,38.319
gdb_109992,CC1CC(C=O)C1CO,2.067,1.4147,1.02081,3.9741,79.16,-0.2396,-0.013,0.2266,1252.6025,0.181186,-424.221681,-424.211953,-424.211009,-424.256509,35.773
gdb_71399,CC12CC3C1C2C31CC1,3.70677,1.2928,1.24969,0.4151,87.26,-0.2338,0.0969,0.3306,1128.9983,0.182942,-349.89275,-349.884901,-349.883957,-349.924516,32.39
gdb_128571,COc1cc(=O)onc1,3.15051,1.29516,0.92325,6.1475,68.1,-0.2607,-0.0725,0.1883,1178.2692,0.100514,-473.82243,-473.814771,-473.813827,-473.854883,28.049
gdb_55657,CC(=N)OC(C=O)C#C,2.50896,1.16344,0.95057,1.7107,73.88,-0.252,-0.0306,0.2214,1277.8826,0.119828,-437.859851,-437.849969,-437.849025,-437.895595,34.182
gdb_15034,O=CC(C#N)N1CC1,3.08236,1.77022,1.29723,4.0725,62.3,-0.2752,-0.0499,0.2253,924.4465,0.10555,-378.696517,-378.688568,-378.687624,-378.729607,27.325
gdb_16741,O=CC1=NC2CC2O1,6.10572,1.52255,1.33866,4.0365,60.78,-0.2606,-0.0787,0.182,876.1245,0.095688,-398.592892,-398.586512,-398.585568,-398.623641,23.585
gdb_22650,ON=C1COC(C1)C#N,3.1816,1.06936,1.01677,3.5227,68.41,-0.265,-0.0194,0.2456,1193.1533,0.112376,-453.912785,-453.904555,-453.903611,-453.946259,29.825
gdb_71990,CC12CC3CC1(O)C23C,1.88455,1.77768,1.67788,0.9275,83.04,-0.2244,0.0722,0.2966,1042.2507,0.18156,-387.05074,-387.041741,-387.040797,-387.08358,35.187
gdb_932,Cc1cccnc1,5.72119,2.5835,1.79964,2.344,65.6,-0.248,-0.0209,0.2272,688.9823,0.115957,-287.506415,-287.500353,-287.499409,-287.536739,22.184
gdb_106616,CC1C2CC1(CO)CO2,2.30048,1.55767,1.1539,2.9463,77.91,-0.23,0.067,0.297,1144.7427,0.182856,-424.197253,-424.188495,-424.187551,-424.230448,33.925
gdb_85818,CC1CC(C)(C#N)C1O,1.9999,1.4852,1.35554,3.5119,78.58,-0.2699,0.0251,0.295,1125.9646,0.169743,-403.162714,-403.153029,-403.152085,-403.196659,36.243
gdb_40738,C1OC1C1OC2CC2O1,4.20787,1.17357,1.10751,2.3355,67.26,-0.2498,0.0853,0.3352,1122.6707,0.135658,-458.90487,-458.897338,-458.896394,-458.937674,28.438
gdb_21245,COc1c([nH]nn1)N,3.48178,1.94528,1.2638,3.4866,60.72,-0.2067,0.0076,0.2143,910.4941,0.108472,-412.019508,-412.011711,-412.010767,-412.052063,27.18
gdb_53377,CC#CC1CCC(C)C1,4.19967,0.7102,0.64506,0.0883,95.87,-0.2359,0.0632,0.2992,1843.5022,0.20551,-351.159168,-351.148668,-351.147724,-351.19805,37.288
gdb_65523,OC1(CC2NC12)C1CO1,3.34097,1.34196,1.1814,1.4173,70.9,-0.2418,0.0709,0.3127,1079.3051,0.147643,-439.008246,-439.000395,-438.999451,-439.040636,30.858
gdb_92946,NC1CC=CC1(N)C#N,2.25285,1.57006,1.32141,4.8603,77.06,-0.2471,-0.0075,0.2395,1056.7927,0.149259,-398.135772,-398.126977,-398.126033,-398.168836,33.592
gdb_132492,Cc1cc(ccc1F)F,3.06252,1.2713,0.90337,0.4813,71.58,-0.2338,-0.0139,0.2199,1175.2877,0.11152,-469.95192,-469.944212,-469.943268,-469.984425,29.069
gdb_65794,CC1(CC=CC1=O)C#N,2.25517,1.58611,1.35894,5.6808,75.08,-0.261,-0.0684,0.1926,1025.2523,0.124215,-400.801124,-400.792813,-400.791869,-400.834402,30.578
gdb_93619,OC1CNC(C#C)C1=O,2.62322,1.38141,1.08918,2.0059,70.33,-0.2411,-0.042,0.1991,1118.5628,0.123349,-437.851491,-437.842937,-437.841992,-437.885095,31.955
gdb_57236,CC(C)(C#CC=O)C#N,3.01734,0.78526,0.72127,2.4279,81.08,-0.2791,-0.0756,0.2036,1581.0741,0.120822,-400.740524,-400.730306,-400.729362,-400.777027,34.641
gdb_113333,CNC1CC1(CO)C#N,2.26926,1.2062,0.9187,4.2454,78.16,-0.2241,0.0246,0.2488,1322.7445,0.158737,-419.187295,-419.177472,-419.176528,-419.222058,35.599
gdb_43035,O=C1C2CN3C2C13C#N,2.92543,1.70455,1.23954,5.5789,68.18,-0.2666,-0.0398,0.2268,951.929,0.089787,-415.558878,-415.552096,-415.551152,-415.590222,25.691
gdb_74458,CC1=CC2(CC1C2)C=O,3.27308,1.25223,1.05679,3.0461,82.24,-0.2251,-0.0253,0.1998,1187.1985,0.158879,-385.874385,-385.866169,-385.865224,-385.907278,31.605
gdb_123213,C(CCO)CNCC#N,10.49076,0.38993,0.38071,3.9056,81.68,-0.2478,0.0229,0.2707,2709.9522,0.181498,-420.401554,-420.390577,-420.389633,-420.43923,37.272
gdb_75432,CC1=NCCC(=O)CO1,3.08654,1.30831,0.99074,1.7357,74.08,-0.245,-0.0281,0.2169,1191.4923,0.147145,-439.111637,-439.102963,-439.102019,-439.145413,31.824
gdb_21584,c1c(nnc(n1)O)N,6.05196,1.64379,1.2943,4.3305,60.81,-0.2284,-0.0673,0.1611,857.1968,0.085761,-410.860843,-410.854421,-410.853477,-410.891253,24.529
gdb_107331,CCC12OC1C=CC2O,2.69582,1.5477,1.19657,1.977,74.97,-0.2485,-0.0117,0.2368,1092.1081,0.158863,-423.015461,-423.006915,-423.005971,-423.048563,32.84
gdb_28160,Cc1cc2cc[nH]c2o1,5.14534,1.27558,1.02872,1.2307,78.89,-0.1832,0.0347,0.2179,1124.5413,0.126336,-400.79359,-400.786118,-400.785174,-400.825276,28.924
gdb_16043,NC1C2NCC12C#N,3.60382,1.73374,1.42229,3.6062,67.51,-0.239,0.0142,0.2531,883.5719,0.12108,-358.799952,-358.79279,-358.791846,-358.831148,27.289
gdb_132344,OC1=NC(=O)OC(F)=N1,2.10824,1.61903,0.91577,3.6436,54.36,-0.2957,-0.073,0.2227,1095.4848,0.052769,-549.927723,-549.920021,-549.919077,-549.961345,26.013
gdb_25736,c1coc(c1N)C(=O)N,2.71746,1.61124,1.01282,2.9229,72.57,-0.2015,-0.016,0.1855,1094.7357,0.11407,-454.01444,-454.006257,-454.005313,-454.046998,31.053
gdb_50407,C1C=CC(=O)CN1C=O,3.19698,1.22919,0.962,2.5664,74.0,-0.2412,-0.0672,0.174,1178.512,0.125316,-437.938746,-437.930914,-437.92997,-437.971775,28.809
gdb_35327,C#CC1CC2(CCO2)C1,5.44939,0.87291,0.86317,1.8723,82.79,-0.2416,0.0514,0.293,1388.1556,0.158261,-385.830376,-385.821776,-385.820832,-385.864182,32.675
gdb_4274,c1c([nH]cnc1=O)N,4.08238,1.88513,1.29225,8.359,63.84,-0.2232,-0.0146,0.2085,865.4719,0.098344,-394.837997,-394.831301,-394.830357,-394.86876,25.444
gdb_45593,O=C1CN2CCCCC12,2.74052,1.53481,1.26563,2.6495,77.7,-0.2172,-0.0229,0.1942,1066.2166,0.173025,-403.151967,-403.144122,-403.143178,-403.184391,30.762
gdb_36812,C#CCCCCCC#N,8.94068,0.42228,0.40829,3.7108,86.95,-0.2667,0.0336,0.3003,2518.8521,0.169031,-366.005083,-365.994568,-365.993624,-366.041868,36.733
gdb_85700,OC1CC(C#C)C11CN1,2.52018,1.36382,1.0547,1.2983,78.13,-0.2411,0.0465,0.2876,1169.1745,0.146604,-401.870715,-401.861959,-401.861015,-401.904064,33.658
gdb_61245,CC1NC1C(O)CC#C,3.39045,0.8335,0.7798,2.6146,81.95,-0.245,0.0506,0.2957,1541.6575,0.168003,-403.08526,-403.074803,-403.073859,-403.121443,37.737
gdb_3102,CCC1C(O)C1O,3.94643,1.96812,1.69306,2.3714,59.94,-0.2337,0.0454,0.2792,814.7698,0.146941,-346.830674,-346.822573,-346.821629,-346.862915,29.493
gdb_11210,O=CC1CCC(=O)C1,5.16502,1.20669,1.02982,1.7309,66.18,-0.2474,-0.0309,0.2165,1085.2912,0.129834,-383.785617,-383.778021,-383.777077,-383.818324,27.461
gdb_95730,OC1CNCC(=O)NC1,3.02681,1.20746,0.92279,3.575,72.08,-0.2158,0.0228,0.2386,1243.486,0.161593,-456.366262,-456.357582,-456.356638,-456.399671,33.131
gdb_105576,COC1(COC1=N)C#N,2.05728,1.56663,1.34583,2.9423,67.14,-0.2827,-0.0255,0.2572,1040.3049,0.111312,-453.928737,-453.919989,-453.919045,-453.962454,30.73
gdb_89270,OC1CC2(O)C3OC3C12,2.57893,1.83831,1.37555,2.5467,66.35,-0.2469,0.0555,0.3024,949.9705,0.135096,-458.889188,-458.881634,-458.88069,-458.920698,30.642
gdb_101141,CC(CO)C1=NCCO1,3.71248,0.95648,0.8224,1.1673,76.53,-0.2409,0.0298,0.2707,1430.0953,0.170849,-440.303612,-440.293892,-440.292948,-440.339162,34.23
gdb_65461,CC1(CC1CC=O)C=O,4.2983,0.74328,0.71557,0.8045,78.94,-0.2526,-0.0346,0.218,1582.5096,0.155655,-423.038787,-423.028815,-423.027871,-423.074911,34.869
gdb_97798,CCC#CC1CC1CO,3.43503,0.64575,0.57995,1.3284,90.48,-0.2284,0.0514,0.2799,1981.0535,0.180724,-387.050242,-387.039552,-387.038608,-387.08817,37.527
gdb_62462,OC1(C#C)C2OCOC12,3.9086,1.23086,1.20548,1.474,68.41,-0.2355,0.0167,0.2523,1051.2117,0.110668,-457.68473,-457.676555,-457.67561,-457.717341,30.526
gdb_20571,CC(O)C1=NC=NO1,4.66535,1.4891,1.39301,1.5388,58.35,-0.292,-0.03,0.262,907.7819,0.107231,-415.857687,-415.850252,-415.849307,-415.890301,26.218
gdb_130984,c1nc(no1)NCC=O,4.56282,0.94215,0.81523,3.7033,63.84,-0.241,-0.0311,0.2099,1312.2548,0.100655,-470.003151,-469.995029,-469.994084,-470.037516,27.942
gdb_88476,CN1CC1C1(O)COC1,3.02099,1.17421,1.13917,1.9034,75.43,-0.2219,0.0537,0.2756,1189.2183,0.169422,-440.217305,-440.208067,-440.207123,-440.251462,34.355
gdb_71087,CC12CN3C(C1)C(=O)C23,3.00599,1.6082,1.42739,3.6098,75.32,-0.2428,-0.021,0.2218,978.4297,0.148918,-401.911412,-401.904276,-401.903332,-401.942662,29.007
gdb_106370,CCC12CC(C1)C(C)C2,3.17533,1.13489,1.04019,0.0901,92.35,-0.2821,0.0851,0.3672,1333.5163,0.230571,-352.363056,-352.353982,-352.353038,-352.396401,36.426
gdb_46735,O=C1CCC2C3CC3C12,2.67159,1.72402,1.3538,2.9605,77.16,-0.2238,-0.0175,0.2064,1002.0145,0.161084,-385.886581,-385.879248,-385.878304,-385.918646,29.314
gdb_43387,O=C1C=CCN2CCC12,2.26758,2.06708,1.23137,3.1209,78.16,-0.2092,-0.0533,0.1559,1016.8244,0.149784,-401.952909,-401.945507,-401.944562,-401.985074,28.749
gdb_57278,CC(N)(C#N)C1CCC1,2.57141,1.21557,1.03261,2.9562,82.83,-0.266,0.0357,0.3018,1263.2836,0.182749,-383.273828,-383.264136,-383.263192,-383.308193,36.418
gdb_3445,CC1COC2CC12,4.37654,2.72342,2.0338,1.4629,62.63,-0.2268,0.0871,0.3139,691.3805,0.149842,-309.708282,-309.701884,-309.700939,-309.738208,25.026
gdb_107634,COC12CC1CCC2O,2.43811,1.56047,1.14875,1.5648,77.76,-0.2368,0.0699,0.3067,1144.3252,0.182649,-424.213531,-424.204561,-424.203616,-424.246811,34.654
gdb_89085,CC1NC1CNCC#N,4.04527,0.64594,0.59905,3.6692,81.04,-0.2481,0.0212,0.2693,1844.7966,0.170948,-399.30234,-399.292392,-399.291448,-399.338606,35.106
gdb_50868,C1CC1CC(=O)NC=O,3.67334,0.87204,0.72766,6.1526,74.96,-0.2445,-0.028,0.2165,1517.657,0.146741,-439.121369,-439.112112,-439.111168,-439.156787,32.683
gdb_6439,CC1CC(C)(N1)C#N,4.18786,1.39253,1.2656,5.0378,72.34,-0.2426,0.0286,0.2712,1024.0903,0.153386,-343.985094,-343.976612,-343.975668,-344.017803,31.546
gdb_62176,CC(CCCC#C)C#C,4.88768,0.57012,0.52635,0.2195,91.68,-0.2574,0.051,0.3085,2058.6156,0.178783,-349.895839,-349.884894,-349.88395,-349.932596,39.533
gdb_9578,OC1(CC1C#N)C#N,4.64924,1.33044,1.26953,3.6168,61.09,-0.3083,-0.0208,0.2875,935.9008,0.08283,-377.52142,-377.513831,-377.512887,-377.553345,27.021
gdb_71881,CC12CC3(O)CC(O1)C23,2.94317,1.672,1.312,1.0521,74.8,-0.2395,0.0689,0.3085,1013.2494,0.158324,-422.986145,-422.978211,-422.977267,-423.017921,32.053
gdb_65002,CC1(CC1)C(C#C)C#N,1.91673,1.67512,1.05102,3.7249,81.15,-0.2838,0.0115,0.2953,1178.0105,0.145299,-364.777142,-364.767676,-364.766732,-364.811357,35.173
gdb_60821,CC(C=O)C(C)C1CC1,1.99388,1.32507,0.8654,2.6674,86.22,-0.2414,-0.0136,0.2279,1407.8423,0.20314,-388.293375,-388.282813,-388.281868,-388.329441,38.489
gdb_9559,OCC1(O)CCC1O,2.87206,1.65332,1.49903,1.5943,63.69,-0.2482,0.0611,0.3093,942.2113,0.152297,-422.056064,-422.047304,-422.046359,-422.088876,32.821
gdb_9690,COC1CC1(C)CO,3.27112,1.34198,1.12113,1.5842,72.29,-0.2416,0.0688,0.3105,1145.436,0.174701,-386.111048,-386.1015,-386.100555,-386.145018,34.625
gdb_78494,CC12NC3C(O)C1C23O,2.52504,1.61228,1.2977,2.0997,71.5,-0.2196,0.0647,0.2844,1034.7498,0.147591,-439.011914,-439.003772,-439.002828,-439.044074,32.271
gdb_75311,CC1=CCC2NC12C#N,2.40632,1.69008,1.16329,3.2102,79.52,-0.2488,-0.0087,0.2401,1074.3114,0.136913,-380.875999,-380.867969,-380.867024,-380.908401,30.608
gdb_129678,c1c(c([nH]n1)N)NC=O,3.11222,1.27613,0.90948,6.3671,71.28,-0.2123,0.01,0.2223,1195.0196,0.115105,-450.160849,-450.152611,-450.151667,-450.194069,29.949
gdb_48139,O=CC(=O)C1COCO1,3.11316,1.24934,0.99753,0.6492,61.76,-0.2534,-0.1067,0.1467,1143.7129,0.111199,-494.901206,-494.892781,-494.891837,-494.935907,28.579
gdb_86475,CC1CC(O1)(C#N)C#N,2.34762,1.41897,1.02864,5.2743,70.73,-0.3073,-0.0443,0.263,1159.0914,0.111215,-416.805769,-416.797068,-416.796124,-416.839819,30.929
gdb_10536,CCCC1(CC1)C#N,2.93362,1.3684,1.05751,4.0521,76.21,-0.2828,0.0373,0.3201,1179.1512,0.165062,-327.94124,-327.932412,-327.931467,-327.974852,32.145
gdb_56999,OC(C#N)C1CC2NC12,2.96118,1.23429,0.98602,4.3871,72.36,-0.2443,0.0153,0.2596,1188.5223,0.136381,-417.96271,-417.954349,-417.953404,-417.99613,31.133
gdb_14266,C1C2CC1N=COC2,3.09633,2.65007,1.86403,2.4492,68.42,-0.2399,0.0288,0.2687,760.497,0.145321,-363.855633,-363.84921,-363.848266,-363.886288,25.18
gdb_103578,CC1(CO)CC(=O)C=C1,3.30072,1.06289,1.02302,3.7937,78.28,-0.2352,-0.042,0.1932,1243.7823,0.158258,-423.061016,-423.051908,-423.050964,-423.095127,34.086
gdb_115616,CC1OC11COC1CO,3.09782,1.03853,0.93024,2.6981,71.78,-0.2542,0.0561,0.3104,1326.3861,0.157264,-460.117983,-460.108722,-460.107778,-460.152435,33.688
gdb_14910,C#CC1CCCCC1,4.23327,1.38033,1.11527,0.8576,80.73,-0.255,0.0616,0.3166,1098.1669,0.178713,-311.86528,-311.85745,-311.856506,-311.897089,31.0
gdb_16534,OC1C(O)C2CCC12,2.86954,2.24514,1.75616,1.8807,66.32,-0.247,0.0491,0.2962,825.3321,0.154934,-384.905694,-384.898302,-384.897358,-384.937516,28.871
gdb_36267,C#CCC1C2C3NC3C12,4.52095,0.99169,0.92334,2.6819,81.32,-0.2123,0.0598,0.2721,1288.2101,0.146829,-364.676713,-364.668624,-364.66768,-364.710426,31.698
gdb_108988,CCC1=CC2CC1(C)O2,2.69174,1.43847,1.16456,1.8013,83.56,-0.2218,0.0096,0.2314,1165.2198,0.181815,-387.058185,-387.049366,-387.048422,-387.091585,34.24
gdb_114092,CC12CNC1C(CO)O2,2.92366,1.26773,1.06231,3.7665,74.84,-0.2239,0.0655,0.2894,1203.2848,0.170694,-440.236251,-440.227365,-440.226421,-440.269854,33.796
gdb_73591,OC12COCC1C1OC21,2.42596,1.94281,1.49383,2.0896,66.03,-0.2384,0.0646,0.3029,922.4875,0.136395,-458.908816,-458.90154,-458.900596,-458.940262,28.925
gdb_67607,CC12C3CC4C(OC14)C23,2.64342,2.17542,1.64977,1.8267,76.69,-0.2353,0.0903,0.3256,895.7325,0.162187,-385.870974,-385.864441,-385.863496,-385.901466,27.84
gdb_1881,OC1CNC(=O)C1,4.95313,2.2523,1.85288,4.9008,53.8,-0.2388,0.0378,0.2766,692.3753,0.114863,-361.755551,-361.749005,-361.748061,-361.786087,24.175
gdb_23237,CC1N2CCC2C1=NO,2.81393,1.39565,1.09093,1.1698,78.8,-0.2166,-0.0009,0.2157,1148.9681,0.158999,-419.116823,-419.10819,-419.107246,-419.150401,32.658
gdb_43830,O=C1CC2(CN2)C2OC12,3.0689,1.48735,1.17476,2.3697,68.71,-0.2477,-0.035,0.2127,1034.5216,0.1249,-437.858725,-437.8515,-437.850556,-437.890538,28.192
gdb_94967,OC1COC2C1CC2=O,3.44712,1.3437,1.14295,3.303,67.74,-0.2315,-0.036,0.1955,1066.1169,0.135621,-458.961475,-458.95358,-458.952636,-458.994376,29.897
gdb_111274,CC12CN1C(CO)C2O,2.71474,1.27542,1.02915,3.6141,74.97,-0.2403,0.054,0.2944,1223.4531,0.169748,-440.231685,-440.222174,-440.221229,-440.265799,35.545
gdb_49336,N=C1NCC(=O)N1C=O,2.34686,1.83506,1.03886,5.413,66.11,-0.2561,-0.043,0.2131,1055.8957,0.101839,-470.070071,-470.06222,-470.061275,-470.102825,28.356
gdb_41330,C1OC2C3CCC12C=C3,2.86831,1.87604,1.72745,1.987,78.42,-0.2393,0.0167,0.256,896.6894,0.162537,-385.838339,-385.831914,-385.830969,-385.868589,27.89
gdb_83520,CC1C2OCC1N1CC21,2.85048,1.74975,1.57427,1.8827,76.95,-0.2335,0.0937,0.3272,956.8295,0.174201,-403.118997,-403.11195,-403.111006,-403.149957,29.544
gdb_89710,CC1(C)NC11CC(O)C1,3.29082,1.00473,0.92759,2.1563,83.35,-0.2298,0.0707,0.3005,1379.5287,0.192149,-404.318934,-404.309036,-404.308092,-404.353491,37.718
gdb_8923,COC(C)C(C)C#N,3.45643,1.32634,1.02594,3.8275,72.41,-0.269,0.037,0.306,1163.4519,0.163103,-365.077516,-365.067717,-365.066773,-365.112294,34.214
gdb_87204,CC1(CN2CC2)CC1O,3.87809,0.87728,0.83688,2.1169,83.24,-0.2312,0.0776,0.3088,1473.5906,0.192494,-404.295903,-404.286048,-404.285104,-404.330716,36.999
gdb_68123,CC12CC(O1)(C=O)C=C2,4.03815,1.25761,1.12757,2.9025,73.3,-0.2461,-0.0389,0.2072,1101.5015,0.133745,-421.790571,-421.782493,-421.781549,-421.82313,31.023
gdb_35048,N#CC1C2CCN=CN12,2.40127,1.71634,1.58623,3.8104,72.99,-0.2513,-0.0238,0.2275,934.5412,0.126687,-396.917043,-396.909644,-396.9087,-396.949018,27.934
gdb_59869,CC(C)OC(=O)C(C)N,3.05874,0.86661,0.85166,2.1684,79.63,-0.2339,0.0163,0.2501,1546.5299,0.191752,-441.529174,-441.518084,-441.517139,-441.565871,39.697
gdb_45770,C1C=CN(C1=O)CC#N,3.04154,1.2364,0.96397,3.853,72.15,-0.2317,-0.019,0.2126,1180.3708,0.113078,-416.860251,-416.852206,-416.851262,-416.89388,28.949
gdb_83511,CC1C2CCC1C(C)=C2,2.77726,1.3972,1.3432,0.2589,90.15,-0.2209,0.0332,0.2541,1140.1761,0.208099,-351.181132,-351.172764,-351.17182,-351.2134,34.065
gdb_52660,CC#CC(N)C(O)C#N,3.50999,0.83086,0.69562,3.2443,78.66,-0.2507,0.0031,0.2538,1584.0816,0.133372,-417.977936,-417.96714,-417.966196,-418.015855,36.665
gdb_36884,C1CC1OC1C2CC1C2,4.45368,0.98792,0.9656,0.9686,83.38,-0.24,0.0952,0.3352,1327.934,0.183288,-387.012052,-387.004076,-387.003132,-387.045456,31.425
gdb_55015,NC(=O)C1OC1C(N)=O,2.45208,1.4054,1.19727,1.3049,61.19,-0.2578,0.0,0.2578,1061.3914,0.11192,-491.120202,-491.111311,-491.110367,-491.154856,32.095
gdb_84347,CC1C(O)C=CC1C#N,2.15001,1.59331,1.29231,3.7655,76.31,-0.2736,-0.017,0.2566,1068.188,0.148146,-401.973479,-401.964788,-401.963843,-402.006898,32.613
gdb_39311,C1C2CCC3OCC3C12,2.54676,1.80447,1.34757,1.7499,80.23,-0.2404,0.071,0.3114,1025.95,0.186184,-387.072901,-387.065599,-387.064655,-387.104713,29.972
gdb_45590,O=C1CC2OCCNC12,2.65216,1.64585,1.28193,3.6774,72.18,-0.2167,-0.0191,0.1976,1021.8151,0.149447,-439.079222,-439.07178,-439.070836,-439.111171,29.41
gdb_127150,CN(C)Cc1[nH]ncn1,4.31268,0.94511,0.90725,3.4873,77.41,-0.235,0.0131,0.2481,1358.349,0.16135,-415.401623,-415.392898,-415.391954,-415.435546,31.763
gdb_99656,COC(C#N)C1CC1O,2.31171,1.18707,0.92486,4.6057,73.3,-0.275,0.0226,0.2977,1312.068,0.145537,-439.059414,-439.049645,-439.0487,-439.09477,34.559
gdb_19061,CC1C2C1C1CC2O1,5.18556,1.64832,1.63618,1.6273,70.97,-0.2488,0.0903,0.339,871.935,0.155632,-347.759105,-347.752686,-347.751742,-347.78926,26.477
gdb_52939,CC#CC12CC(C1)C=C2,4.61382,0.92056,0.87378,0.2754,90.73,-0.224,0.0138,0.2379,1410.9484,0.159473,-348.700479,-348.692055,-348.691111,-348.735711,31.987
gdb_6638,C(C=O)C#CC(=O)N,6.72129,0.72735,0.68206,3.817,66.14,-0.2592,-0.042,0.2172,1537.5562,0.092535,-398.60833,-398.599143,-398.598199,-398.644761,29.586
gdb_54971,CC1(CC1C(N)=O)C=O,3.10006,1.01216,0.96498,3.46,75.16,-0.2537,-0.0285,0.2252,1286.0442,0.145602,-439.128268,-439.118592,-439.117648,-439.162958,35.054
gdb_105710,CCC1(CCC=C1)C#C,2.22737,1.40672,1.13469,0.7646,89.94,-0.2428,0.0162,0.259,1214.8402,0.181693,-349.938546,-349.929164,-349.92822,-349.97244,35.99
gdb_70705,CC12OC1CCOC2=O,2.31163,1.92791,1.24821,4.6713,68.12,-0.2648,-0.0112,0.2536,1016.3032,0.135978,-458.987513,-458.979515,-458.97857,-459.02007,30.13
gdb_70383,CC12CC1NC2(C)C#N,2.35452,1.55452,1.35073,3.0324,79.63,-0.2321,0.0195,0.2515,1065.7252,0.158532,-382.04522,-382.036249,-382.035305,-382.078282,34.248
gdb_98693,COC(=O)C1CC1(C)O,3.35935,0.9561,0.90391,0.6587,74.21,-0.2614,0.0105,0.2719,1382.6264,0.156362,-460.186278,-460.176244,-460.1753,-460.221462,36.069
gdb_87687,CC1CC11OC(C)C1=O,2.54766,1.3231,1.06768,1.4425,78.45,-0.2414,-0.0268,0.2146,1217.5866,0.156503,-423.02085,-423.011491,-423.010547,-423.055168,34.186
gdb_29126,CC1=CNC(=N)C(O)=N1,3.07783,1.43122,0.98287,2.4755,79.56,-0.1916,-0.0324,0.1592,1156.8689,0.126327,-434.121027,-434.113068,-434.112124,-434.153366,30.677
gdb_128790,COCc1cnnnn1,5.2851,0.94004,0.80619,5.7735,69.87,-0.254,-0.0881,0.1659,1355.9571,0.111035,-450.053941,-450.045574,-450.04463,-450.088209,28.583
gdb_122745,CCCCCC#CCC,6.72577,0.38173,0.37605,0.1885,100.53,-0.2382,0.0638,0.302,3036.4116,0.226747,-352.3504,-352.338387,-352.337443,-352.390851,41.418
gdb_54332,C1CC1(CC=O)C(=O)N,2.44766,1.27357,0.97679,4.7084,72.45,-0.2382,-0.0148,0.2234,1227.5951,0.145678,-439.116061,-439.106357,-439.105413,-439.151801,34.662
gdb_9185,CNC(=O)CCC#C,7.75396,0.81301,0.75125,3.4835,72.37,-0.2471,0.0281,0.2752,1474.9232,0.139873,-363.866226,-363.856551,-363.855606,-363.902099,32.913
gdb_80824,CC12CC(OC1=N)C2O,2.04973,1.84216,1.64891,2.3533,72.47,-0.2544,0.022,0.2764,966.2269,0.148311,-439.084038,-439.076069,-439.075125,-439.116081,31.449
gdb_126357,CCc1nc(no1)C#C,5.59559,0.90659,0.82893,1.8871,76.72,-0.2673,-0.0437,0.2235,1374.4839,0.111646,-416.785464,-416.777036,-416.776092,-416.819632,30.037
gdb_49304,C1C=CC(=CCO1)C=O,3.37522,1.1811,0.90056,3.1741,81.07,-0.238,-0.0648,0.1732,1246.2188,0.136345,-421.839287,-421.83127,-421.830326,-421.872891,29.643
gdb_43667,C1CC1OC2CC(=O)C2,5.2105,0.80223,0.73529,2.9569,77.03,-0.2401,-0.0208,0.2193,1529.4506,0.157119,-423.006236,-422.997486,-422.996542,-423.040731,32.654
gdb_27353,Cc1cc(=O)cc(o1)O,2.01339,1.79536,0.9547,5.8291,72.04,-0.2268,-0.0253,0.2016,1160.1665,0.112241,-457.826648,-457.818631,-457.817687,-457.859161,30.065
gdb_28647,c1cc(ccc1C#N)N,5.60063,0.99086,0.84238,6.7456,86.95,-0.2213,-0.0299,0.1914,1281.4866,0.115687,-379.761534,-379.754013,-379.753069,-379.793371,29.211
gdb_45708,O=C1CN=C2OCCC12,3.12083,1.59146,1.10816,3.1126,69.74,-0.2411,-0.0308,0.2102,1043.0126,0.126459,-437.920421,-437.913371,-437.912427,-437.952162,26.988
gdb_71511,OC12CC3C1CC(=O)C23,2.93246,1.56253,1.43667,3.2413,72.6,-0.2317,-0.0096,0.2221,966.5582,0.136894,-421.811887,-421.804809,-421.803865,-421.843169,28.742
gdb_68333,CC12CN(C1)C2CC=O,2.9203,1.14212,0.96934,1.7317,80.28,-0.2349,-0.0272,0.2078,1274.4905,0.169971,-403.079783,-403.070914,-403.06997,-403.114649,32.874
